route_id,service_id,trip_id,trip_headsign,trip_short_name,direction_id,block_id,shape_id
"ER",2,5304,"Wall St./Pier 11",1506,0,15,81
"ER",2,5305,"Wall St./Pier 11",1107,0,11,81
"ER",2,5306,"Wall St./Pier 11",1308,0,13,81
"ER",2,5307,"Wall St./Pier 11",1508,0,15,81
"ER",2,5308,"Wall St./Pier 11",1109,0,11,81
"ER",2,5309,"Wall St./Pier 11",1310,0,13,81
"ER",2,5310,"Wall St./Pier 11",1510,0,15,81
"ER",2,5311,"Wall St./Pier 11",1111,0,11,81
"ER",2,5312,"Wall St./Pier 11",1312,0,13,81
"ER",2,5313,"Wall St./Pier 11",1512,0,15,81
"ER",2,5314,"Wall St./Pier 11",1207,0,12,81
"ER",2,5315,"Wall St./Pier 11",1113,0,11,81
"ER",2,5316,"Wall St./Pier 11",1406,0,14,81
"ER",2,5317,"Wall St./Pier 11",1314,0,13,81
"ER",2,5318,"Wall St./Pier 11",1514,0,15,81
"ER",2,5319,"Wall St./Pier 11",1209,0,12,81
"ER",2,5320,"Wall St./Pier 11",1115,0,11,81
"ER",2,5321,"Wall St./Pier 11",1408,0,14,81
"ER",2,5322,"Wall St./Pier 11",1316,0,13,81
